STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING
54,00000000017A199,1,2,1,05000,0,04,033,15628,'ELK CREEK & 4 CITY ST   ',,'US ROUTE 50       ','0.81 MI WEST WV RT 20    ',99.99,24.634,1,0000000050,0,39165400,080200600,2,3,01,01,14,1955,4,8,36600,2008,5,21.3,3,7,0,1,1,1,1,5,0,0,0,A,1,6,4,02,4,02,1,9,8.8,30.5,249.9,0,0,17.7,19.4,99.99,H,6.4,H,0.6,0,6,6,6,7,N,2,61.2,2,40.5,6,5,3,5,9,8,,,,1109,12,N00,N00,Y12,,,1109,,,,,,,,2,N,2,,1,0,1992,1,0,0,1,7,1,,Y,8,44700,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,84.1
54,00000000017A200,1,4,1,05060,0,04,033,15628,'US ROUTE 50             ',,'HRR CO RT 50/60   ','0.04 MI SO US 50 WB RAMP ',99.99,0.064,0,,,39170000,080203600,5,3,01,01,17,1958,2,4,7000,2008,3,7.9,0,51,0,1,0,1,1,5,N,0,0,P,5,1,3,02,0,00,1,0,7.9,39,42.4,1.5,1.5,7.9,11.6,99.99,H,4.39,H,3.7,0.3,4,4,7,N,N,2,29.7,2,20.7,4,2,5,5,N,6,31,1,51.2,909,12,Y12,N00,N00,0909,,,753,20,773,2008,,,,0,N,2,,0,0,0,1,6,0,0,7,0,,Y,N,7000,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,1,     ,30.6
54,00000000017A204,1,2,1,05000,0,04,033,15628,'WV 20 & 20 CONN  CTY ST ',,'US ROUTE 50       ','0.55 MI WEST WV RT 20    ',99.99,25.052,1,0000000050,0,39164200,080194800,2,3,01,01,14,1977,4,7,38000,2005,5,21.9,3,28,0,1,1,1,1,5,N,0,0,A,1,1,6,06,6,06,2,4,11.5,38.7,203.3,0,0,23.2,25.2,99.99,H,5.05,H,0.5,0,7,6,7,N,N,2,99.9,2,56.7,6,9,3,5,N,8,36,1,203.3,310,24,N00,N00,N00,,,,760,10,913,2008,,,,2,N,2,,1,0,0,1,3,0,0,7,1,,Y,N,46400,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,90.3
54,00000000017A205,1,2,1,05000,0,04,033,15628,'CSX RAILROAD            ',,'US ROUTE 50 EB    ','0.22 MI EAST WV RT 20    ',99.99,26.291,1,0000000050,0,39163600,080190000,2,3,01,01,14,1977,3,0,20000,2005,5,12.5,0,10,1,1,1,1,1,5,N,0,0,A,1,2,4,02,4,02,1,2,17.9,18,47.5,0,0,18,19.2,99.99,R,8.73,R,5.8,0,6,7,7,N,N,2,58.5,2,36,7,9,7,5,N,8,36,1,47.9,908,24,N00,N00,N00,,,,278,10,420,2008,,,,2,R,1,,1,0,0,1,3,0,0,7,1,,Y,N,24400,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,96.1
54,00000000017A207,1,2,1,05000,0,04,033,15628,'CSX RAILROAD            ',,'US ROUTE 50 WB    ','0.22 MI EAST WV ROUTE 20 ',99.99,26.291,1,0000000050,0,39163600,080190000,2,3,01,01,14,1977,3,0,20000,2005,5,12.5,0,10,1,1,1,1,1,5,N,0,0,A,1,2,4,02,4,02,1,2,17.2,18,47.5,0,0,17.3,18.5,99.99,R,7.62,R,5.8,0,5,7,7,N,N,2,58.5,2,36,7,9,7,5,N,8,36,1,47.9,908,24,N00,N00,N00,,,,278,10,420,2008,,,,2,L,1,,1,0,0,1,3,0,0,7,1,,Y,N,24400,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,95.1
54,00000000017A208,1,2,1,05000,0,04,033,15628,'INTERSTATE 79           ',,'US ROUTE 50       ','0.43 MI WEST CO RT 50/16 ',99.99,29.091,1,0000000050,0,39164200,080170000,6,3,01,01,14,1974,5,7,46000,2005,5,26.2,2,40,0,1,1,1,1,5,N,0,0,A,1,1,4,02,4,20,1,3,26.9,37.2,118,0,0,25.7,28.2,99.99,H,5.2,H,9.4,2.9,6,7,7,N,N,2,55.8,2,30.6,7,9,6,5,N,8,37,1,118.3,1108,24,N00,N00,N00,,,,1717,10,2311,2009,,,,2,N,2,,1,0,0,1,3,0,0,7,1,,Y,N,56000,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,84.2
54,00000000017A210,1,2,1,05000,0,04,033,10180,'DAVISSON RUN            ',,'US ROUTE 50       ','0.14 MI WEST WV RT 58    ',99.99,31.552,0,,,39165400,080153000,0,3,01,01,16,1918,3,0,17700,2005,0,10.7,0,15,0,1,0,0,0,4,0,0,0,P,5,5,1,11,0,00,1,0,12.4,8.2,8.2,1.1,0,11.4,12.8,99.99,N,0,N,99.9,0,N,5,7,7,N,5,31.5,5,14.4,2,2,N,5,8,8,31,1,13.7,110,24,N00,N00,N00,,,,188,184,472,2008,,,,0,N,2,,0,0,0,N,N,N,N,7,0,,Y,8,21600,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,1,     ,42.2
54,00000000017A212,1,4,1,05006,0,04,033,0,'SALEM FORK              ',,'HARRISON CO 50/6  ','0.07 MI SOUTH CO RT 50/62',99.99,6.323,0,,,39170600,080312400,0,3,01,01,09,1915,1,0,100,2008,0,4.3,0,0,0,1,0,0,0,4,0,0,0,A,1,5,1,01,0,00,1,0,4.8,7.9,9.1,0,0,4.8,5.7,99.99,N,0,N,99.9,0,5,5,5,6,N,5,32.4,5,14.4,4,8,N,5,7,7,31,1,14.9,110,24,N00,N00,N00,,,,117,115,287,2008,,,,0,N,3,,0,0,0,1,6,0,0,0,0,,Y,U,125,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,51.4
54,00000000017A213,1,4,1,05007,0,04,033,0,'SALEM FORK              ',,'HARRISON CO 50/7  ','0.02 MI NORTH US RT 50   ',99.99,0.032,0,,,39173600,080304800,0,3,01,01,09,1966,2,0,500,2005,5,8.5,0,0,0,1,1,1,0,5,0,0,0,A,1,5,4,02,4,02,1,2,7.9,9.8,26.5,0.5,0.5,7.9,9.4,99.99,N,0,N,99.9,0,6,7,7,6,N,2,54,2,37.8,7,5,N,5,8,6,36,1,26.8,708,48,N00,N00,N00,,,,134,10,179,2008,,,,0,N,2,,0,0,0,1,0,0,0,7,0,,Y,5,650,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,94.5
54,00000000017A214,1,4,1,05007,0,04,033,0,'INDIAN RUN              ',,'HARRISON CO 50/7  ','0.03 MI SOUTH CO RT 5/7  ',99.99,3.282,0,,,39184200,080302400,0,3,01,01,09,1919,1,0,10,2008,0,3.7,0,0,0,1,1,1,1,4,0,0,0,A,1,5,1,11,0,00,1,0,4.7,9.1,9.1,0,0,4.8,5.7,99.99,N,0,N,99.9,0,N,4,7,5,N,5,27.9,5,12.6,4,8,N,5,5,5,31,1,16.2,210,24,N00,N00,N00,,,,125,122,396,2008,,,,0,N,3,,0,0,0,N,N,N,N,0,0,,Y,8,12,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,1,     ,33.6
54,00000000017A215,1,4,1,05008,0,04,033,0,'HALLS RUN               ',,'HARRISON CR 50/8  ','0.16 MI NORTH CO RT 53   ',99.99,5.326,0,,,39164200,080304200,0,3,01,01,09,1965,2,0,800,2005,0,4.9,0,15,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,1,0,5.7,8.2,8.2,0,0,0,0,99.99,N,0,N,99.9,0,N,N,N,7,6,5,71.1,5,32.4,6,N,N,5,6,6,31,1,14,707,48,N00,N00,N00,,,,127,124,309,2007,,,,0,N,2,,0,0,0,N,N,N,N,7,0,,Y,8,1000,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,100
54,00000000017A217,1,4,1,05200,0,04,033,0,'ROOTING CREEK           ',,'HARRISON CO RT 52 ','0.01 MI SOUTH CO RT 52/1 ',99.99,2.655,0,,,39065400,080164200,0,3,01,01,09,1921,2,0,100,2005,0,4.3,0,23,0,1,0,0,0,4,0,0,0,A,1,5,1,11,0,00,1,0,5.1,8.5,8.5,0,0,5.1,5.3,99.99,N,0,N,99.9,0,N,5,5,5,N,5,46.8,5,21.6,5,3,N,5,6,8,31,1,14.9,408,24,N00,N00,N00,,,,101,99,245,2008,,,,0,N,2,,0,0,0,N,N,N,N,0,0,,Y,8,125,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,64
54,00000000017A218,1,4,1,05200,0,04,033,0,'ROOTING CREEK           ',,'HARRISON CO RT 52 ','0.02 MI SOUTH CO RT 52/5 ',99.99,4.666,0,,,39075400,080165400,0,3,01,01,09,1989,2,0,25,2008,9,3.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,05,0,00,1,0,4.9,7.9,8.5,0,0,5,5.5,99.99,N,0,N,99.9,0,8,8,7,6,N,1,99.9,1,60.3,7,3,N,5,7,7,,,,408,24,N00,N00,N00,,,,,,,,,,,0,N,2,,0,0,0,9,0,0,1,0,0,,Y,U,30,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,88.5
54,00000000017A221,1,4,1,05062,0,04,033,0,'SALEM FORK              ',,'HARRISON CR 50/62 ','0.35 MI EAST CO RT 50/6  ',99.99,0.563,0,,,39171200,080310600,0,3,01,01,09,1978,2,0,50,2005,0,3.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,02,0,00,1,0,4.8,9.1,10.7,0,0,4.9,4.9,99.99,N,0,N,99.9,0,5,7,6,5,N,2,99.9,2,73.8,6,3,N,5,4,4,31,1,17.1,409,24,N00,N00,N00,,,,132,129,317,2009,,,,0,N,2,,0,0,0,8,0,0,0,0,0,,Y,U,65,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,83.5
54,00000000017A222,1,4,1,05202,0,04,033,0,'ROOTING CREEK           ',,'HARRISON CR 52/2  ','0.03 MI SOUTH CO RT 52   ',99.99,0.74,0,,,39063000,080171200,0,3,01,01,09,1921,2,0,30,2005,0,5.5,0,0,0,1,1,1,1,4,0,0,0,A,1,5,1,11,0,00,1,0,5.3,6.4,6.4,0,0,5.3,5.5,99.99,N,0,N,99.9,0,N,7,7,5,N,5,46.8,5,21.6,6,3,N,5,6,7,31,1,12.8,708,24,N00,N00,N00,,,,101,99,245,2008,,,,0,N,2,,0,0,0,N,N,N,N,0,0,,Y,8,40,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,84.5
54,00000000017A223,1,4,1,05701,0,04,033,0,'BRUSHY FORK             ',,'HARRISON CR 57/1  ','0.13 MI SOUTH CO RT 23/9 ',99.99,5.149,0,,,39121800,080131200,0,3,01,01,09,1991,1,0,30,2005,9,3.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,05,0,00,1,0,4.5,14.6,15.2,0,0,4.5,4.6,99.99,N,0,N,99.9,0,8,7,8,7,N,1,99.9,1,64.8,7,6,N,5,7,7,,,,708,48,N00,N00,N00,,,,,,,,,,,0,N,3,,0,0,0,9,0,0,1,0,0,,Y,8,40,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,87.5
54,00000000017A225,1,3,1,05800,0,04,033,77188,'ELK CREEK               ',,'WV ROUTE 58       ','0.01 MI EAST WV RT 20    ',99.99,0.016,0,,,39150600,080190600,5,3,01,01,16,1983,2,0,8800,2005,5,13.4,0,0,0,1,0,1,1,3,0,0,0,A,5,5,5,05,0,00,3,0,8.6,16.2,50.6,0.9,0.9,8.7,11.1,99.99,N,0,N,99.9,0,7,7,6,8,N,1,82.8,1,49.5,6,2,N,5,8,8,31,1,61,309,24,N00,N00,N00,,,,936,889,1825,2009,,,,0,N,2,,0,0,1986,9,6,0,1,4,0,,Y,8,10700,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,78.3
54,00000000017A226,1,3,1,05800,0,04,033,0,'ANMOORE RUN             ',,'WV ROUTE 58       ','0.05 MI WEST CO RT 23/9  ',99.99,3.829,0,,,39153600,080175400,3,3,01,01,16,1957,2,0,6500,2005,4,8.2,0,0,0,1,1,1,1,5,0,0,0,A,5,5,1,22,0,00,3,0,9.7,10.1,33.8,1.1,0,8.7,10.1,99.99,N,0,N,99.9,0,4,3,5,8,N,2,41.4,2,27,3,2,N,5,9,6,31,1,43.3,309,12,N00,N00,N00,,,,250,100,400,2009,,,,0,N,2,,0,0,0,1,6,0,0,4,0,,Y,8,7900,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,1,     ,24.7
54,00000000017A227,1,4,1,05059,0,04,033,15628,'US ROUTE 50             ',,'HARRISON CR 50/59 ','0.01 MI NORTH US RT 50   ',99.99,0.016,0,,,39171200,080205400,5,3,01,01,17,1961,2,5,4700,2008,3,8.5,0,2,0,1,0,1,1,5,N,0,0,A,5,1,4,02,2,20,1,2,11.6,25.6,51.2,1.5,1.5,8.5,12.3,99.99,H,5.69,H,2.4,0.2,3,7,7,N,N,2,36.9,2,19.8,5,4,4,5,N,5,37,1,51.2,909,12,N00,N00,Y12,,,0909,284,10,324,2008,,,,0,N,2,,0,0,0,1,6,0,0,7,0,,Y,N,4700,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,1,     ,57.3
54,00000000017A228,1,3,1,05800,0,04,033,0,'DAVISSON RUN            ',,'WV ROUTE 58       ','0.03 MI WEST CO RT 26    ',99.99,8.898,0,,,39163000,080151800,0,3,01,01,16,1918,2,0,4400,2005,0,7.9,0,0,0,1,1,1,0,4,0,0,0,A,1,5,1,11,0,00,1,0,8.7,8.5,8.5,0,0,8.7,9.2,99.99,N,0,N,99.9,0,N,4,7,6,N,5,36,5,14.4,4,4,N,5,8,4,31,1,15.8,708,24,N00,N00,N00,,,,159,155,385,2008,,,,0,N,2,,0,0,0,N,N,N,N,4,0,,Y,8,5400,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,1,     ,29.2
54,00000000017A231,1,3,1,13100,0,04,033,0,'INTERSTATE 79           ',,'WV ROUTE 131      ','0.19 MI SOUTH CO RT 73/8 ',99.99,6.42,0,,,39201200,080131800,2,3,01,01,16,1972,2,4,3300,2005,5,12.8,0,35,0,1,1,1,1,5,N,0,0,A,1,1,4,02,4,02,2,2,11.7,33.2,107.3,0,0,11.7,13,99.99,H,5.53,H,9.1,9.1,5,7,7,N,N,2,63,2,36.9,7,5,8,5,N,7,37,1,107.6,1208,24,N00,N00,N00,,,,734,10,1056,2009,,,,0,N,2,,0,0,0,1,3,0,0,4,0,,Y,N,4000,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,92.7
54,00000000017A232,1,4,1,07373,0,04,033,0,'INTERSTATE 79           ',,'HARRISON CR 73/73 ','0.05 MI NORTH CO RT 73/2 ',99.99,1.496,0,,,39211800,080130000,0,3,01,01,07,1972,2,4,3200,2005,5,10.4,0,29,0,1,1,1,1,5,N,0,0,A,1,1,4,02,4,02,2,2,9.9,30.5,98.8,0,0,9.9,11.2,99.99,H,5.2,H,9,9.1,7,7,7,N,N,2,63.9,2,36.9,7,4,7,5,N,6,,,,1108,48,N00,N00,N00,,,,,,,,,,,0,N,2,,0,0,0,1,3,0,0,7,0,,Y,N,3900,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,98
54,00000000017A234,1,4,7,05061,0,04,033,15628,'US 50 & TWO CITY STREETS',,'HARR CO RT 50/61  ','0.01 MI SOUTH US RT 50 WB',4.92,0.016,0,,,39170000,080201200,2,3,01,01,17,1957,2,11,5700,2005,5,8.5,0,99,1,1,1,1,1,5,N,0,0,A,1,1,3,02,3,02,1,13,8.5,29.3,200.9,0,0,8.5,9.4,4.8,H,4.57,H,1.8,0.3,7,7,7,N,N,2,72.9,2,45.9,7,3,4,5,N,4,31,1,207.3,808,24,N00,N00,N00,,,,1784,890,2674,2008,,,,0,N,2,,0,0,1994,1,0,0,1,7,0,,Y,N,5700,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,76.3
54,00000000017A235,1,4,1,07373,0,04,033,0,'THOMAS FORK             ',,'HARR. CO. RT 73/73','0.05 MI NORTH CO RT 1    ',99.99,3.894,0,,,39221800,080121800,0,3,01,01,07,1928,2,0,3200,2005,0,7.6,0,57,0,0,1,1,1,4,0,0,0,A,1,5,1,01,0,00,1,0,6,8.8,10.4,0,0,6,6.9,99.99,N,0,N,99.9,0,6,6,6,6,N,5,63,5,28.8,6,2,N,5,6,8,33,1,8.8,310,24,N00,N00,N00,,,,171,168,383,2008,,,,0,N,2,,0,0,0,1,6,0,0,7,0,,Y,U,3900,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,78.8
54,00000000017A236,1,3,1,07600,0,04,033,0,'PEDDLER RUN             ',,'WV ROUTE 76       ','0.17 MI WEST CO RT 77/2  ',99.99,0.692,0,,,39165400,080133600,0,3,01,01,16,1923,2,0,4600,2008,0,9.1,0,0,0,1,1,1,0,4,0,0,0,A,1,5,1,11,0,00,1,0,9.2,10.7,10.7,0,0,8.9,9.2,99.99,N,0,N,99.9,0,N,6,7,7,N,5,63,5,28.8,6,4,N,5,6,8,31,1,18,1109,24,N00,N00,N00,,,,177,173,425,2009,,,,0,N,2,,0,0,0,N,N,N,N,4,0,,Y,U,5600,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,80.8
54,00000000017A237,1,1,1,07900,0,04,033,0,'HARRISON CO RT 25/6     ',,'INTERSTATE 79 NB  ','2.19 MI SOUTH WV RT 270  ',99.99,173.048,1,0000000079,0,39081200,080223600,2,3,01,01,01,1965,2,2,12250,2006,5,11.3,0,7,0,1,1,1,1,5,0,0,0,A,1,6,4,02,4,02,1,2,11.2,14.3,36.3,0,0,11.2,12.3,99.99,H,4.72,H,2.9,0,5,7,5,N,N,2,76.5,2,53.1,5,5,5,5,N,8,37,1,36.3,110,24,N00,N00,N00,,,,319,10,419,2008,,,,1,R,1,,1,0,0,1,6,0,0,20,1,,Y,9,23400,2026,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,82.6
54,00000000017A238,1,1,1,07900,0,04,033,0,'HARR CO RT 25/6         ',,'INTERSTATE 79 SB  ','2.19 MI SOUTH WV RT 270  ',99.99,173.048,1,0000000079,0,39081200,080223600,2,3,01,01,01,1965,2,2,12250,2006,5,11.3,0,5,0,1,1,1,1,5,0,0,0,A,1,6,4,02,4,02,1,2,11.1,14.3,42.4,0,0,11.1,12.3,99.99,H,6.98,H,3,0,5,5,6,N,N,2,54.9,2,36.9,5,5,6,5,N,8,37,1,42.4,110,24,N00,N00,N00,,,,347,10,450,2008,,,,1,L,1,,1,0,0,1,6,0,0,20,1,,Y,9,23400,2026,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,83.6
54,00000000017A239,1,1,1,07900,0,04,033,48748,'LOST CREEK ; CITY STREET',,'INTERSTATE 79 NB  ','0.24 MI SOUTH WV RT 270  ',99.99,176.202,1,0000000079,0,39093600,080212400,2,3,01,01,01,1965,2,2,12500,2006,5,11.6,0,9,0,1,1,1,1,5,0,0,0,A,1,6,4,02,4,02,2,2,9.6,18.6,68.3,0,0,9.6,10.7,99.99,H,7.29,H,3.9,0,8,7,7,8,N,1,74.7,1,45,7,4,9,5,9,8,,,,210,24,N00,N00,N00,,,,,,,,,,,1,R,1,,1,0,1999,1,2,0,1,20,1,,Y,8,24000,2026,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,84.6
54,00000000017A240,1,1,1,07900,0,04,033,48748,'LOST CREEK & CITY STREET',,'INTERSTATE 79 SB  ','0.24 MI SOUTH WV RT 270  ',99.99,176.202,1,0000000079,0,39093600,080212400,2,3,01,01,01,1965,3,2,12250,2006,9,14.9,0,9,0,1,1,1,1,5,0,0,0,A,1,6,4,02,4,02,2,2,13.2,18.6,68.3,0,0,13.3,14.3,99.99,H,7.29,H,4.1,0,8,7,7,8,N,1,81.9,1,48.6,7,4,9,5,9,8,,,,210,24,N00,N00,N00,,,,,,,,,,,1,L,1,,1,0,1999,1,2,0,1,20,1,,Y,8,23400,2026,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,79.6
54,00000000017A241,1,1,1,07900,0,04,033,48748,'WEST VIRGINIA 270       ',,'I-79 NB           ','5.61 MI SOUTH WV RT 20   ',99.99,176.572,1,0000000079,0,39094200,080211800,2,3,01,01,01,1965,2,2,12250,2006,5,11.3,0,0,0,1,1,1,1,5,N,0,0,A,1,1,4,02,4,02,1,2,11.1,13.7,36.6,0,0,11.2,12.3,99.99,H,5.48,H,2.6,0,6,5,6,N,N,2,63,2,43.2,5,5,5,5,N,8,37,1,36.6,110,24,N00,N00,N00,,,,319,10,419,2008,,,,1,R,1,,1,0,0,1,3,0,0,20,1,,Y,N,23400,2026,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,83.6
54,00000000017A242,1,1,1,07900,0,04,033,48748,'WEST VIRGINIA 270       ',,'I-79 SB           ','5.61 MI SOUTH WV RT 20   ',99.99,176.572,1,0000000079,0,39094200,080211800,2,3,01,01,01,1965,2,2,12250,2006,5,11.3,0,0,0,1,1,1,1,5,N,0,0,A,1,1,4,02,4,02,1,2,11.1,13.7,36.6,0,0,11.2,12.3,99.99,H,4.67,H,2.6,0,5,6,5,N,N,2,63,2,43.2,5,5,5,5,N,8,37,1,36.6,210,24,N00,N00,N00,,,,319,10,419,2008,,,,1,L,1,,1,0,0,1,3,0,0,20,1,,Y,N,23400,2026,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,82.6
54,00000000017A243,1,1,1,07900,0,04,033,48748,'I-79 SB RAMP & ACCESS RD',,'INTERSTATE 79 NB  ','0.91 MI NORTH WV RT 270  ',99.99,178.036,1,0000000079,0,39102400,080203600,2,3,01,01,01,1967,2,2,17000,2008,9,11.3,0,0,0,1,1,1,1,5,N,0,0,A,1,1,4,02,4,02,1,2,11.9,17.4,48.8,0,0,11.9,13,99.99,H,7.33,H,3.2,1.2,8,7,7,N,N,1,58.5,1,35.1,7,6,8,5,N,8,,,,110,24,N00,N00,N00,,,,,,,,,,,1,R,1,,1,0,1999,1,2,0,1,20,1,,Y,N,32500,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,96.4
54,00000000017A244,1,1,1,07900,0,04,033,48748,'I-79 SB RAMP & ACCESS RD',,'INTERSTATE 79 SB  ','0.91 MI NORTH WV RT 270  ',99.99,178.036,1,0000000079,0,39102400,080203600,2,3,01,01,01,1967,2,2,17000,2008,9,11.3,0,0,0,1,1,1,1,5,N,0,0,A,1,1,3,02,3,02,1,2,11.9,17.7,39.3,0,0,11.9,13,99.99,H,4.36,H,3.2,1.2,7,6,7,N,N,1,77.4,1,46.8,6,6,3,5,N,8,36,1,39.6,110,24,N00,N00,N00,,,,400,25,425,2008,,,,1,L,1,,1,0,1998,1,2,0,1,20,1,,Y,N,32500,2028,,N, ,                , ,  , ,    ,       , ,  ,  , ,2,     ,92.3
54,00000000017A245,1,2,1,05000,0,04,033,10180,'SIMPSON CREEK           ',,'US ROUTE 50       ','0.27 MI EAST WV RT 58    ',99.99,32.212,0,,,39170600,080150600,8,3,01,01,16,1985,2,0,16000,2005,5,9.8,0,0,0,1,0,0,0,5,0,0,0,A,5,5,3,02,0,00,1,0,9.7,25.9,26.8,1.5,1.5,9.8,13.4,99.99,N,0,N,99.9,0,7,8,8,7,N,2,64.8,2,34.2,8,4,N,5,6,7,,,,109,24,N00,N00,N00,,,,,,,,,,,0,N,2,,0,0,0,1,0,0,1,7,0,,Y,8,19500,2025,,N, ,                , ,  , ,    ,       , ,  ,  , ,0,     ,89.9
